Name,Review,OverAll,Food,Service,Ambience,Date
OpenTable Diner,Our server was attentive and the drinks were delicious. We definitely recommend this spot,5,3,5,5,"Dined on June 16, 2024"
OpenTable Diner,Poor Quality Bar Food.    Tasteless and over cooked,3,1,3,4,"Dined on June 16, 2024"
OpenTable Diner,Usually a great experience. Looks like the menu shrunk and we were served under cooked chicken. Drinks were good,3,2,3,5,"Dined on June 15, 2024"
OpenTable Diner,Truffle fries delicious. Had the bubbly berry — loved it! Such a cute venue great for taking Instagram worthy pics!,5,5,5,5,"Dined on June 15, 2024"
EddieMac,"Great view and vibe was cool. Wish rooftop opened a bit more…was hot where we were seated, and bar bites  menu was limited but overall very nice and good value.",4,4,4,4,"Dined on June 14, 2024"
Margie,We came along for an NYC rooftop experience and left disappointed.. We were seated inside with no rooftop view. It was basically just another bar. The drinks were served in plastic glasses and the corona was served in a can. I would not recommend.,2,2,3,2,"Dined on June 14, 2024"
OpenTable Diner,"Everything was perfect, I came here to celebrate my anniversary with my girlfriend and we had an amazing time. The energy, vibes, food, drinks, were well worth it. The waitress went above and beyond. From beginning to the end of our dinner. I would highly recommend this place. Thank you to the wonder staff, for making it a special one for us.",5,5,5,5,"Dined on June 10, 2024"
OpenTable Diner,"TLDR: the worst service I have had anywhere in the world. Overpriced. Can’t really see anything anyway.    . 
Awful service from staff throughout, starting with the rude hosts on the street: “Name!” “Bag!”. Rudeness continued by elevator host who couldn’t even manage to look at you while barking orders at you. This attitude was not just to us, but also to other guests who had arrived at the same time as us. Upstairs the host doesn’t welcome you on arrival and you’re stood waiting unsure where to go. Then they’ll arrive and again just say ‘name!’. I genuinely thought about not even sitting down and ordering but the upstairs host was a bit cheerier than downstairs and felt optimistic. For those from the UK like myself: $70 for the equivalent of echo falls. Food was mediocre and tacos were cold. No staff around to mention this to once you have ordered as they tend to stay clear of you when you’ve ordered. I really wouldn’t bother with this location! You can barely see anything from the rooftop anyway which is really why you want to go. Just not worth it!! 0/10",1,1,1,1,"Dined on June 10, 2024"
OpenTable Diner,Everything was lovely. Only thing I wish they had more food options!,5,3,5,5,"Dined on June 10, 2024"
misspensacola,"We had a group of 25 on a girls trip and we were sadly very disappointed. All of the fantastic social media posts built such incredible hype that it was supposed to be the highlight of our five days in New York City. It seems most of those amazing pictures and videos are from past seasons. We had multiple reservations and all dressed in pink expecting to have a pink Wonderland that would make amazing pictures. We were disappointed. they were nice enough to let us cancel without a fee, but most of us ended up having brunch that day.",2,3,3,1,"Dined on June 9, 2024"
OpenTable Diner,"Was under the impression it would be absolutely beautiful inside due to all the pictures and videos. Absolutely horrible. No decor whatsoever. The bunny put put was cute, the bears were cute, and the chandelier with greenery and disco balls, but that was about It.",2,3,3,1,"Dined on June 9, 2024"
OpenTable Diner,"I'll be back! Love this place. Food and drinks good, waiters friendly and beautiful scenic. Thanks",5,5,5,5,"Dined on June 9, 2024"
OpenTable Diner,"Wouldn’t go back. Touristy, loud, overpriced for what it is",2,3,3,2,"Dined on June 9, 2024"
OpenTable Diner,"We showed up for a reservation and were told there was no seat for us available. For a party of 3, I was surprised since this venue encourages large party walk-ins. 

Bartender saved the day, but overall pretty disappointing venue.",2,1,3,2,"Dined on June 8, 2024"
OpenTable Diner,It definitely was not what we expected limited menu. The views were not spectacular and limited tables,1,2,2,2,"Dined on June 8, 2024"
OpenTable Diner,Amazing!! Rooftop super top!! Perfect for the birthday,4,4,4,5,"Dined on June 8, 2024"
OpenTable Diner,The ambiance was the perfect NY rooftop vibe.  Great food! Great drinks! Great atmosphere!,5,5,5,5,"Dined on June 8, 2024"
Anika,"I went with two girlfriends to celebrate my birthday. Upon arrival I was told that the only table option for us was on the rotating tree. As we made our way upstairs and onto the table, I started to get dizzy on the rotation table and asked the waitress to please move us. She then went to ask someone else who asked someone else. 30 minutes later they come back and tell me there's a table and she's going to wipe it down. Another 15 minutes go by and no one is back to update me while mind you the waitress told us not to order yet. so we couldn't even eat while we waited. I ended up leaving and making another reservation elsewhere! Total waste of time and horrible service.",1,1,1,3,"Dined on June 7, 2024"
OpenTable Diner,It was okay very good ambiance but the food could use a little work,4,3,4,5,"Dined on June 7, 2024"
Shwin,"Really neat place with a great view.  Drinks were well made.  DJ was very good and energetic.  Ambiance is what will bring us back.  However, service was sketchy though, the ""hostess"" stand is not apparent and the restaurant is split into two sides so you're left wandering from side to side trying to figure out where the hostess stand is to check in.  We didn't know where to check in after wandering around for over 5 minutes with staff on both sides of the restaurant telling us to go to to the unmarked hostess stand in the connecting hallway that looked like a random table against the window.  Eventually we walked past a woman with her head down in her cell phone walking through the crowd who happened to overhear us say we didn't know where to go.  She was the hostess, not at the hostess stand for the entire duration we walked around the bar.  She had no name badge or uniform, she looked like another other patron.  We had two rounds of drinks and an order of food, sitting with empty drinks before the server came back to take our order and then it took over 20 min to get our bill and watched as party after party did the same wandering around the restaurant trying to figure out where was the hostess and a party next to us ended up walking out because the server never came.",4,2,1,5,"Dined on June 2, 2024"
Erica,"The aesthetic is very cute and picturesque, perfect for a catch-up with my girls. However, on a hot summer day, I just want good food and cold water. We had to ask our waiter multiple times for water, which should be the first thing they bring out without us having to ask. She brought my friend's alcoholic beverage before our water.

The food came out very quickly, but it was average. We had the crispy chicken sandwich, which needed more seasoning in my opinion. The fries were great. We also had to ask for utensils with our food. Once we finished eating and continued to catch up, our waiter asked multiple times if we were okay, even though we no longer needed anything but was hard to catch when we needed things. 

Minor improvements to customer service could enhance the experience. NYC restaurants often focus on aesthetics over customer service, and this place should work on that.",3,3,2,4,"Dined on June 2, 2024"
OpenTable Diner,I booked the place for the installation. They didn’t have the installation ready for summer.,3,3,3,1,"Dined on June 1, 2024"
OpenTable Diner,Waitress was horrible looked me dead in my face and over charged me and my guest for our fries! We ordered REGULAR FRIES they came on a white cone shaped container she charged us for TRUFFLE FRIES and I asked her specifically if it was a price difference and she said no they were the same price and I knew she was lying because why would house fries be the same as fries with Parmesan cheese and truffle oil?! Then I asked for a Berry bubbly but without the Tito’s vodka and she said the drinks are pre made so I said so what you are saying is it’s 2:00pm and if you run out of this drink it will not be anymore bottles of Victorious pink sparkling rose’ or raspberry Liqueur opened until Sunday to make another batch?! That’s how The Moxy do things because that’s not how Philly do things?! I’m from Philadelphia and if I want a drink made a certain way a REAL MIXOLOGIST can simply add or SUBTRACT the ingredient! So thanks for the pictures but I will certainly not be returning again! The Moxy was definitely overRATED! I gave her a tip not because she deserved it BUT because it’s the right thing to do! The food was just ok! The vibe is beautiful but the waitress with the curly hair(black girl)was awful! She needs and attitude adjustment! Also if that is true that drinks are pre made y’all need to change that…that is nasty it still would not justify me having a drink being made the way I want if I’m paying the price!,2,3,1,5,"Dined on June 1, 2024"
